file_name,label
NCP_382_1917_0032.png,1
NCP_206_1556_0103.png,1
NCP_135_1414_0044.png,1
NCP_917_2459_0098.png,1
NCP_373_1898_0028.png,1
NCP_1013_2577_0337.png,1
NCP_116_1373_0090.png,1
NCP_2690_2657_0028.png,1
NCP_112_1365_0068.png,1
NCP_147_1438_0062.png,1
NCP_2692_2700_0012.png,1
NCP_2683_2653_0014.png,1
NCP_236_1618_0022.png,1
NCP_39_1210_0044.png,1
NCP_281_1708_0022.png,1
NCP_527_2210_0066.png,1
NCP_193_1530_0072.png,1
NCP_1013_2577_0378.png,1
NCP_3941_5538_0027.png,1
NCP_407_1963_0089.png,1
NCP_383_1919_0050.png,1
NCP_69_1270_0073.png,1
NCP_433_2019_0082.png,1
NCP_206_1557_0018.png,1
NCP_421_1995_0095.png,1
NCP_38_1208_0045.png,1
NCP_249_1645_0023.png,1
NCP_517_2191_0033.png,1
NCP_578_2313_0021.png,1
NCP_445_2045_0036.png,1
NCP_1297_2738_0031.png,1
NCP_207_1558_0049.png,1
NCP_268_1682_0034.png,1
NCP_248_1642_0097.png,1
NCP_572_2302_0095.png,1
NCP_567_2293_0018.png,1
NCP_305_1758_0047.png,1
NCP_568_2294_0039.png,1
NCP_121_1384_0020.png,1
NCP_168_1480_0096.png,1
NCP_3964_5475_0006.png,1
NCP_2726_2682_0030.png,1
NCP_469_2094_0047.png,1
NCP_412_1974_0040.png,1
NCP_3704_5531_0020.png,1
NCP_572_2302_0075.png,1
NCP_136_1416_0092.png,1
NCP_472_2099_0081.png,1
NCP_296_1737_0057.png,1
NCP_218_1581_0019.png,1
NCP_1010_2573_0025.png,1
NCP_373_1898_0040.png,1
NCP_369_1889_0036.png,1
NCP_3975_5483_0008.png,1
NCP_91_1318_0070.png,1
NCP_203_1550_0090.png,1
NCP_236_1618_0019.png,1
NCP_138_1421_0034.png,1
NCP_115_1372_0030.png,1
NCP_281_1709_0018.png,1
NCP_123_1387_0031.png,1
NCP_72_1277_0033.png,1
NCP_280_1706_0044.png,1
NCP_2694_2660_0025.png,1
NCP_271_1689_0032.png,1
NCP_165_1474_0083.png,1
NCP_325_1798_0084.png,1
NCP_36_1205_0038.png,1
NCP_559_2275_0017.png,1
NCP_504_2164_0050.png,1
NCP_446_2047_0048.png,1
NCP_1036_2607_0375.png,1
NCP_123_1387_0025.png,1
NCP_451_2057_0035.png,1
NCP_80_1294_0046.png,1
NCP_25_1183_0031.png,1
NCP_154_1452_0070.png,1
NCP_565_2288_0119.png,1
NCP_544_2245_0059.png,1
NCP_383_1919_0021.png,1
NCP_68_1269_0021.png,1
NCP_135_1415_0024.png,1
NCP_237_1620_0041.png,1
NCP_290_1725_0088.png,1
NCP_281_1708_0068.png,1
NCP_49_1232_0035.png,1
